"id","parcelid","airconditioningtypeid","architecturalstyletypeid","basementsqft","bathroomcnt","bedroomcnt","buildingclasstypeid","buildingqualitytypeid","calculatedbathnbr","decktypeid","finishedfloor1squarefeet","calculatedfinishedsquarefeet","finishedsquarefeet12","finishedsquarefeet13","finishedsquarefeet15","finishedsquarefeet50","finishedsquarefeet6","fips","fireplacecnt","fullbathcnt","garagecarcnt","garagetotalsqft","hashottuborspa","heatingorsystemtypeid","latitude","longitude","lotsizesquarefeet","poolcnt","poolsizesum","pooltypeid10","pooltypeid2","pooltypeid7","propertycountylandusecode","propertylandusetypeid","propertyzoningdesc","rawcensustractandblock","regionidcity","regionidcounty","regionidneighborhood","regionidzip","roomcnt","storytypeid","threequarterbathnbr","typeconstructiontypeid","unitcnt","yardbuildingsqft17","yardbuildingsqft26","yearbuilt","numberofstories","fireplaceflag","structuretaxvaluedollarcnt","taxvaluedollarcnt","assessmentyear","landtaxvaluedollarcnt","taxamount","taxdelinquencyflag","taxdelinquencyyear","censustractandblock"
739,17160647,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,3094,3094,3094,NULL,NULL,3094,NULL,6111,1,3,2,572,NULL,NULL,34216597,-119178634,11929,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110033.001,13150,2061,762962,97101,7,NULL,NULL,NULL,NULL,NULL,96,1960,1,NULL,164103,468869,2016,304766,5515.1,NULL,NULL,61110033001000
740,17160685,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,1842,1842,1842,NULL,NULL,1842,NULL,6111,1,2,2,525,NULL,NULL,34214651,-119182413,7900,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110033.002011,13150,2061,NULL,97101,6,NULL,1,NULL,NULL,363,NULL,1961,1,NULL,133525,241419,2016,107894,2825.18,NULL,NULL,61110033002011
741,17161014,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1485,1878,1878,NULL,NULL,1485,NULL,6111,2,2,2,506,NULL,NULL,34217783,-119186066,6960,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110033.004003,13150,2061,NULL,97101,7,NULL,NULL,NULL,NULL,487,NULL,1974,1,NULL,175000,500000,2016,325000,5956.52,NULL,NULL,61110033004003
742,17161190,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,825,825,825,NULL,NULL,825,NULL,6111,NULL,2,NULL,NULL,NULL,NULL,34207111,-119173178,4856,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110031.002019994,13150,2061,NULL,97101,4,NULL,NULL,NULL,NULL,NULL,NULL,1949,1,NULL,75214,150970,2016,75756,1825.22,NULL,NULL,61110031002020
743,17161236,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,1012,1811,1811,NULL,NULL,1012,NULL,6111,NULL,3,1,378,NULL,NULL,34206767,-119171438,4800,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110031.00208101,13150,2061,NULL,97101,6,NULL,NULL,NULL,NULL,NULL,NULL,1950,2,NULL,90897,96603,2016,5706,1100.7,NULL,NULL,61110031002081
744,17161984,NULL,NULL,NULL,1.5,2,NULL,NULL,1.5,NULL,1082,1082,1082,NULL,NULL,1082,NULL,6111,NULL,1,2,432,NULL,NULL,34201817,-119165742,6000,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110091.001008995,13150,2061,762940,97101,4,NULL,1,NULL,NULL,NULL,NULL,1961,1,NULL,70329,96043,2016,25714,1183.08,NULL,NULL,61110091001009
745,17162450,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1260,1260,1260,NULL,NULL,1260,NULL,6111,NULL,2,2,420,NULL,NULL,34202201,-119160060,4407,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110091.001004,13150,2061,NULL,97101,6,NULL,NULL,NULL,NULL,NULL,NULL,1964,1,NULL,64346,92268,2016,27922,1130.1,NULL,NULL,61110091001004
746,17163335,NULL,NULL,NULL,1,2,NULL,NULL,1,NULL,1102,1102,1102,NULL,NULL,1102,NULL,6111,NULL,1,1,234,NULL,NULL,34196965,-119181788,7000,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110086.004007995,13150,2061,NULL,97101,4,NULL,NULL,NULL,NULL,NULL,NULL,1908,1,NULL,71000,345000,2016,274000,4043.9,NULL,NULL,61110086004008
747,17163585,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,1118,1118,1118,NULL,NULL,1118,NULL,6111,NULL,1,1,360,NULL,NULL,34190487,-119185702,5150,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110086.00201701,13150,2061,NULL,97101,5,NULL,NULL,NULL,NULL,120,NULL,1944,1,NULL,87021,239313,2016,152292,2870.34,NULL,NULL,61110086002017
748,17163837,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1538,1538,1538,NULL,NULL,1538,NULL,6111,1,2,2,436,NULL,NULL,34204073,-119193363,6451,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110087.001012,13150,2061,NULL,97101,6,NULL,NULL,NULL,NULL,240,NULL,1978,1,NULL,154595,257655,2016,103060,3010.56,NULL,NULL,61110087001012
749,17163983,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1358,1358,1358,NULL,NULL,1358,NULL,6111,1,2,2,496,NULL,NULL,34191818,-119192629,6003,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110086.001021996,13150,2061,762957,97101,7,NULL,NULL,NULL,NULL,NULL,NULL,1981,1,NULL,121222,186487,2016,65265,2250.88,NULL,NULL,61110086001022
750,17164358,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,725,1750,1750,NULL,NULL,725,NULL,6111,1,2,2,0,NULL,NULL,34193979,-119190361,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110086.001021,13150,2061,NULL,97101,7,NULL,1,NULL,NULL,NULL,NULL,1993,2,NULL,149792,249652,2016,99860,2978.96,NULL,NULL,61110086001021
751,17164458,NULL,NULL,NULL,2.5,2,NULL,NULL,2.5,NULL,79,1077,1077,NULL,NULL,79,NULL,6111,NULL,2,2,0,NULL,NULL,34193241,-119179142,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110086.003017,13150,2061,NULL,97101,4,NULL,1,NULL,NULL,NULL,NULL,1992,3,NULL,93060,186121,2016,93061,2155.12,NULL,NULL,61110086003017
752,17164611,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,NULL,964,1928,1928,NULL,NULL,964,NULL,6111,NULL,2,1,360,NULL,NULL,34189886,-119193500,6634,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110037.001008995,13150,2061,NULL,97104,7,NULL,1,NULL,NULL,NULL,NULL,1951,1,NULL,111171,317637,2016,206466,3718.72,NULL,NULL,61110037001009
753,17164734,NULL,NULL,NULL,2,5,NULL,NULL,2,NULL,910,1871,1871,NULL,NULL,910,NULL,6111,NULL,2,1,360,NULL,NULL,34186831,-119190997,6167,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110037.001004,13150,2061,NULL,97104,8,NULL,NULL,NULL,NULL,120,NULL,1951,1,NULL,82765,97342,2016,14577,1115.78,NULL,NULL,61110037001004
754,17164834,NULL,NULL,NULL,1,2,NULL,NULL,1,NULL,1062,1062,1062,NULL,NULL,1062,NULL,6111,1,1,1,242,NULL,NULL,34189055,-119185568,6343,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110038.012005,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,240,NULL,1947,1,NULL,19627,37178,2016,17551,407.54,NULL,NULL,61110038012005
755,17165992,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1233,1233,1233,NULL,NULL,1233,NULL,6111,1,2,1,360,NULL,NULL,34181562,-119186631,6407,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110037.001039,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,NULL,NULL,1955,1,NULL,124669,249338,2016,124669,2995,NULL,NULL,61110037001039
756,17166353,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1071,1071,1071,NULL,NULL,1071,NULL,6111,NULL,2,2,441,NULL,NULL,34182174,-119184228,6600,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110038.012042,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,NULL,NULL,1958,1,NULL,33094,46506,2016,13412,517.66,NULL,NULL,61110038012042
757,17166754,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1108,1108,1108,NULL,NULL,1108,NULL,6111,NULL,2,1,360,NULL,NULL,34185078,-119173844,6500,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110039.001005,13150,2061,NULL,97104,4,NULL,NULL,NULL,NULL,NULL,NULL,1943,1,NULL,103585,207170,2016,103585,2497.16,NULL,NULL,61110039001005
758,17167052,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,1459,1459,NULL,NULL,NULL,NULL,6111,NULL,NULL,NULL,NULL,NULL,NULL,34180513,-119171259,6100,NULL,NULL,NULL,NULL,NULL,1210,246,NULL,61110039.00101999,13150,2061,NULL,97104,0,NULL,NULL,NULL,2,NULL,NULL,1954,NULL,NULL,39031,56582,2016,17551,721.18,NULL,NULL,61110039001020
759,17167075,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1384,1384,1384,NULL,NULL,1384,NULL,6111,1,2,2,462,NULL,NULL,34182322,-119168919,8000,1,385,NULL,NULL,1,1111,261,NULL,61110039.00200301,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,NULL,NULL,1959,1,NULL,144000,410000,2016,266000,4898.14,NULL,NULL,61110039002003
760,17167259,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,972,1500,1500,NULL,NULL,972,NULL,6111,NULL,2,1,240,NULL,NULL,34178998,-119173844,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110039.001021996,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,200,NULL,1950,1,NULL,145267,242107,2016,96840,2824.92,NULL,NULL,61110039001022
761,17167359,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,804,1385,1385,NULL,NULL,804,NULL,6111,1,1,1,253,NULL,NULL,34179289,-119169287,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110039.002008,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,NULL,NULL,1950,1,NULL,136298,272596,2016,136298,3184.88,NULL,NULL,61110039002008
762,17167581,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1264,1264,1264,NULL,NULL,1264,NULL,6111,NULL,2,1,360,NULL,NULL,34175199,-119173730,6100,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110039.002026,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,240,NULL,1954,1,NULL,109243,182069,2016,72826,2198.72,NULL,NULL,61110039002026
763,17167727,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1264,1504,1504,NULL,NULL,1264,NULL,6111,NULL,2,1,360,NULL,NULL,34173915,-119168348,5750,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110039.002015,13150,2061,NULL,97104,7,NULL,NULL,NULL,NULL,NULL,NULL,1954,1,NULL,121486,242972,2016,121486,2915.64,NULL,NULL,61110039002015
764,17167750,NULL,NULL,NULL,3,3,NULL,NULL,3,NULL,1264,1558,1558,NULL,NULL,1264,NULL,6111,NULL,3,1,0,NULL,NULL,34173610,-119170138,6550,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110039.002014,13150,2061,NULL,97104,7,NULL,NULL,NULL,NULL,NULL,NULL,1954,1,NULL,132000,374000,2016,242000,4384.16,NULL,NULL,61110039002014
765,17168211,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1112,1502,1502,NULL,NULL,1112,NULL,6111,1,2,2,460,NULL,NULL,34171682,-119182286,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.011027,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,315,NULL,1955,1,NULL,43800,58250,2016,14450,636.04,NULL,NULL,61110041011027
766,17168364,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1041,1041,1041,NULL,NULL,1041,NULL,6111,1,2,2,441,NULL,NULL,34168089,-119179610,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.013002,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,NULL,NULL,1957,1,NULL,122337,350260,2016,227923,3995.98,NULL,NULL,61110041013002
767,17168648,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1252,1792,1792,NULL,NULL,1252,NULL,6111,NULL,2,1,360,NULL,NULL,34170943,-119193339,6119,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110089.002018005,13150,2061,NULL,97104,7,NULL,NULL,NULL,NULL,300,NULL,1959,1,NULL,42399,56849,2016,14450,620,NULL,NULL,61110089002018
768,17168909,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1288,1729,1729,NULL,NULL,1288,NULL,6111,1,2,2,441,NULL,NULL,34167117,-119180492,6479,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.013009995,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,524,NULL,1959,1,NULL,43070,57520,2016,14450,629.76,NULL,NULL,61110041013010
769,17169270,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1373,1373,1373,NULL,NULL,1373,NULL,6111,NULL,2,2,441,NULL,NULL,34168306,-119182518,6798,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.013005,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,NULL,NULL,1959,1,NULL,130230,217046,2016,86816,2538.82,NULL,NULL,61110041013005
770,17169408,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1373,1373,1373,NULL,NULL,1373,NULL,6111,1,2,2,441,NULL,NULL,34166475,-119184191,6000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.01300699,13150,2061,762949,97104,6,NULL,NULL,NULL,NULL,NULL,NULL,1959,1,NULL,37233,51683,2016,14450,641,NULL,NULL,61110041013007
771,17169531,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1128,1128,1128,NULL,NULL,1128,NULL,6111,NULL,2,2,522,NULL,NULL,34178352,-119188630,6120,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110037.002019994,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,336,NULL,1960,1,NULL,38624,52036,2016,13412,663.52,NULL,NULL,61110037002020
772,17169784,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1252,1252,1252,NULL,NULL,1252,NULL,6111,NULL,2,1,360,NULL,NULL,34161294,-119183551,6148,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110041.012012,13150,2061,NULL,97101,7,NULL,NULL,NULL,NULL,187,NULL,1959,1,NULL,36940,51390,2016,14450,637.66,NULL,NULL,61110041012012
773,17170729,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,NULL,1012,1012,NULL,NULL,NULL,NULL,6111,NULL,1,1,0,NULL,NULL,34177800,-119192000,2613,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110037.00201701,13150,2061,NULL,97104,6,NULL,NULL,NULL,NULL,NULL,NULL,1971,NULL,NULL,68000,195000,2016,127000,2342.6,NULL,NULL,61110037002017
774,17171094,NULL,NULL,NULL,2,3,NULL,NULL,2,66,1376,2200,2200,NULL,NULL,1376,NULL,6111,NULL,2,1,192,NULL,NULL,34150853,-119214664,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123035,13150,2061,118106,97106,5,NULL,NULL,NULL,NULL,NULL,NULL,1940,2,NULL,179098,438759,2016,259661,4955.18,"Y",14,61110036123035
775,17171140,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,368,1296,1296,NULL,NULL,368,NULL,6111,NULL,2,3,742,NULL,NULL,34150384,-119214028,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.12304399,47198,2061,NULL,97106,4,NULL,NULL,NULL,NULL,NULL,NULL,1975,2,NULL,149311,350312,2016,201001,3960.3,NULL,NULL,61110036123044
776,17171163,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,371,371,371,NULL,NULL,371,NULL,6111,NULL,1,NULL,NULL,NULL,NULL,34149593,-119214350,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.12304301,13150,2061,NULL,97106,3,NULL,NULL,NULL,NULL,NULL,NULL,1953,1,NULL,30459,358040,2016,327581,4047.24,NULL,NULL,61110036123043
777,17171362,NULL,NULL,NULL,2.5,4,NULL,NULL,2.5,66,1967,1967,1967,NULL,NULL,1967,NULL,6111,1,2,1,399,NULL,NULL,34151580,-119216123,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123031005,13150,2061,NULL,97106,7,NULL,1,NULL,NULL,NULL,NULL,1978,1,NULL,110877,141679,2016,30802,1613.5,NULL,NULL,61110036123031
778,17171385,NULL,NULL,NULL,2,2,NULL,NULL,2,66,755,1139,1139,NULL,NULL,755,NULL,6111,NULL,2,2,400,NULL,NULL,34151718,-119215251,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123031996,47198,2061,NULL,97106,5,NULL,NULL,NULL,NULL,NULL,NULL,1970,2,NULL,60171,110302,2016,50131,1183.72,NULL,NULL,61110036123032
779,17171477,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1056,1696,1696,NULL,NULL,1056,NULL,6111,1,2,2,480,NULL,NULL,34156121,-119219325,4966,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123022996,47198,2061,NULL,97106,8,NULL,NULL,NULL,NULL,128,NULL,1973,2,NULL,75606,102345,2016,26739,1102.34,NULL,NULL,61110036123023
780,17171546,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,66,886,2220,2220,NULL,NULL,886,NULL,6111,NULL,2,1,390,NULL,NULL,34154215,-119218974,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.12303001,13150,2061,NULL,97106,6,NULL,1,NULL,NULL,NULL,NULL,1980,2,NULL,292899,837580,2016,544681,9441.32,NULL,NULL,61110036123030
781,17171569,NULL,NULL,NULL,3,4,NULL,NULL,3,NULL,845,2661,2661,NULL,NULL,845,NULL,6111,2,3,1,387,NULL,NULL,34153898,-119218683,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123025,13150,2061,118106,97106,8,NULL,NULL,NULL,NULL,NULL,NULL,1995,3,NULL,238557,398359,2016,159802,4423.92,NULL,NULL,61110036123025
782,17171592,NULL,NULL,NULL,0,3,NULL,NULL,NULL,66,760,2239,2239,NULL,NULL,760,NULL,6111,NULL,NULL,2,439,NULL,NULL,34153748,-119218035,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123032995,13150,2061,NULL,97106,6,NULL,NULL,NULL,NULL,NULL,NULL,1988,3,NULL,258698,396608,2016,137910,4404.22,NULL,NULL,61110036123033
783,17171990,NULL,NULL,NULL,3,3,NULL,NULL,3,66,1164,2208,NULL,NULL,2208,1164,NULL,6111,NULL,3,2,0,NULL,NULL,34161266,-119226018,3922,NULL,NULL,NULL,NULL,NULL,1310,247,NULL,61110036.122018,13150,2061,NULL,97106,5,NULL,NULL,NULL,3,NULL,NULL,1948,2,NULL,609150,2132025,2016,1522875,24017.74,NULL,NULL,61110036122018
784,17172725,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,480,1306,1306,NULL,NULL,480,NULL,6111,NULL,2,1,374,NULL,NULL,34156958,-119215578,1750,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123051,47198,2061,NULL,97106,5,NULL,NULL,NULL,NULL,NULL,NULL,1977,2,NULL,187240,436894,2016,249654,4930.96,NULL,NULL,61110036123051
785,17172771,NULL,NULL,NULL,1,2,NULL,NULL,1,NULL,680,680,680,NULL,NULL,680,NULL,6111,NULL,1,1,216,NULL,NULL,34159006,-119219123,2450,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110036.123008996,13150,2061,NULL,97106,4,NULL,NULL,NULL,NULL,NULL,NULL,1955,1,NULL,54515,447059,2016,392544,5048.56,NULL,NULL,61110036123009
786,17173828,NULL,NULL,NULL,2,2,NULL,NULL,2,NULL,1286,1286,1286,NULL,NULL,1286,NULL,6111,NULL,2,1,0,NULL,NULL,34143206,-119191746,NULL,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110044.004011,47198,2061,NULL,97109,4,NULL,NULL,NULL,NULL,88,NULL,1987,1,NULL,136318,227194,2016,90876,2599.94,NULL,NULL,61110044004011
787,17173851,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1848,1848,1848,NULL,NULL,1848,NULL,6111,1,2,NULL,NULL,NULL,NULL,34153345,-119194015,11396,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110044.003006004,47198,2061,NULL,97109,6,NULL,NULL,NULL,NULL,NULL,NULL,1952,1,NULL,47193,64712,2016,17519,781,NULL,NULL,61110044003006
788,17173981,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,1088,1448,1448,NULL,NULL,1088,NULL,6111,NULL,1,NULL,NULL,NULL,NULL,34152232,-119190423,6300,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110044.003002,47198,2061,NULL,97109,6,NULL,1,NULL,NULL,119,NULL,1953,1,NULL,100512,287179,2016,186667,3349.58,NULL,NULL,61110044003002
789,17174004,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1136,1536,1536,NULL,NULL,1136,NULL,6111,NULL,2,1,360,NULL,NULL,34154418,-119185735,6032,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110044.003,13150,2061,NULL,97109,6,NULL,NULL,NULL,NULL,198,NULL,1953,1,NULL,135360,213488,2016,78128,2520.64,NULL,NULL,61110044003000
790,17174119,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1840,1840,1840,NULL,NULL,1840,NULL,6111,1,2,2,493,NULL,NULL,34149898,-119192199,6511,NULL,NULL,NULL,NULL,NULL,1110,261,NULL,61110044.002005,47198,2061,NULL,97109,7,NULL,NULL,NULL,NULL,NULL,NULL,1955,1,NULL,161213,316613,2016,155400,3605.54,NULL,NULL,61110044002005
791,17174287,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,1065,1245,1245,NULL,NULL,1065,NULL,6111,1,2,2,422,NULL,NULL,34149885,-119188224,6019,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110044.002014,47198,2061,NULL,97109,6,NULL,NULL,NULL,NULL,96,NULL,1957,1,NULL,34710,49160,2016,14450,595.38,NULL,NULL,61110044002014
792,17174462,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,66,708,1670,1670,NULL,NULL,708,NULL,6111,1,2,2,0,NULL,NULL,34144519,-119189639,1349,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110044.004011,47198,2061,NULL,97109,7,NULL,1,NULL,NULL,NULL,NULL,1993,3,NULL,137934,275868,2016,137934,3224.3,NULL,NULL,61110044004011
793,17175198,NULL,NULL,NULL,2,3,NULL,NULL,2,NULL,968,968,968,NULL,NULL,968,NULL,6111,NULL,2,1,0,NULL,NULL,34144662,-119195600,1306,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110044.004030004,47198,2061,NULL,97109,5,NULL,NULL,NULL,NULL,72,NULL,1973,1,NULL,73146,186113,2016,112967,2137.86,NULL,NULL,61110044004030
794,17175544,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,662,1780,1780,NULL,NULL,662,NULL,6111,1,2,2,433,NULL,NULL,34145260,-119198222,2138,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110044.004031,47198,2061,NULL,97109,6,NULL,1,NULL,NULL,132,NULL,1978,2,NULL,258232,430384,2016,172152,4944.76,NULL,NULL,61110044004031
795,17175644,NULL,NULL,NULL,2,2,NULL,NULL,2,66,940,1198,1198,NULL,NULL,940,NULL,6111,1,2,1,0,NULL,NULL,34171875,-119231054,2178,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110036.122030005,13150,2061,NULL,97106,5,NULL,NULL,NULL,NULL,168,NULL,1974,2,NULL,256766,427940,2016,171174,4940.84,NULL,NULL,61110036122030
796,17175744,NULL,NULL,NULL,2.5,3,NULL,NULL,2.5,NULL,660,1485,1485,NULL,NULL,660,NULL,6111,1,2,2,0,NULL,NULL,34169614,-119229815,2178,NULL,NULL,NULL,NULL,NULL,1129,266,NULL,61110036.122031,13150,2061,NULL,97106,5,NULL,1,NULL,NULL,NULL,NULL,1976,2,NULL,269874,539748,2016,269874,6141.02,NULL,NULL,61110036122031
797,17177531,NULL,NULL,NULL,3,5,NULL,NULL,3,NULL,1209,2336,2336,NULL,NULL,1209,NULL,6111,1,3,2,585,NULL,NULL,34209084,-119163233,5610,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110031.00206701,13150,2061,NULL,97101,9,NULL,NULL,NULL,NULL,NULL,NULL,1998,2,NULL,173963,289934,2016,115971,3800.36,NULL,NULL,61110031002067
798,17179539,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,1023,1023,1023,NULL,NULL,1023,NULL,6111,NULL,1,2,464,NULL,NULL,34204434,-119150549,4000,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110049.02104,13150,2061,NULL,97101,5,NULL,NULL,NULL,NULL,NULL,NULL,1963,1,NULL,29968,39230,2016,9262,419.14,NULL,NULL,61110049021040
799,17179760,NULL,NULL,NULL,2,4,NULL,NULL,2,NULL,1260,1260,1260,NULL,NULL,1260,NULL,6111,NULL,2,2,483,NULL,NULL,34200478,-119156509,4860,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110049.022007994,13150,2061,NULL,97101,6,NULL,NULL,NULL,NULL,NULL,NULL,1969,1,NULL,42901,62388,2016,19487,696.76,NULL,NULL,61110049022008
800,17180297,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,752,972,972,NULL,NULL,752,NULL,6111,NULL,1,2,480,NULL,NULL,34171626,-119174966,5700,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110040.00200699,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,NULL,NULL,1949,1,NULL,87563,116733,2016,29170,1365.12,NULL,NULL,61110040002007
801,17180389,NULL,NULL,NULL,1,2,NULL,NULL,1,NULL,779,779,NULL,NULL,779,779,NULL,6111,1,1,1,0,NULL,NULL,34170657,-119173845,5700,NULL,NULL,NULL,NULL,NULL,1222,246,NULL,61110040.00200601,13150,2061,NULL,97104,4,NULL,NULL,NULL,1,NULL,NULL,1949,1,NULL,68899,91841,2016,22942,1086.08,NULL,NULL,61110040002006
802,17180527,NULL,NULL,NULL,1,3,NULL,NULL,1,NULL,800,1040,1040,NULL,NULL,800,NULL,6111,NULL,1,1,0,NULL,NULL,34169544,-119172172,6080,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110040.002008,13150,2061,NULL,97104,5,NULL,NULL,NULL,NULL,343,NULL,1949,1,NULL,121674,184464,2016,62790,2060.58,NULL,NULL,61110040002008
803,17180673,NULL,NULL,NULL,1.5,3,NULL,NULL,1.5,NULL,1170,1635,1635,NULL,NULL,1170,NULL,6111,1,1,1,361,NULL,NULL,34169800,-119169512,6050,NULL,NULL,NULL,NULL,NULL,1111,261,NULL,61110040.00101,13150,2061,NULL,97104,6,NULL,1,NULL,NULL,144,NULL,1957,1,NULL,140535,234222,2016,93687,2731.32,NULL,NULL,61110040001010
